timestamp_ms,value
231,0
234,10
234,20
235,30
238,40
238,50
240,60
240,70
243,80
243,90
244,100
246,110
246,120
247,130
248,140
249,150
251,160
251,170
253,180
254,190
254,200
256,210
256,220
328,230
328,240
328,250
328,260
328,270
328,280
328,290
328,300
328,310
328,320
328,330
328,340
328,350
328,360
328,370
328,380
328,390
328,400
328,410
328,420
328,430
328,440
329,450
329,460
329,470
329,480
329,490
329,500
329,510
329,520
329,530
329,540
329,550
329,560
329,570
329,580
330,590
330,600
330,610
330,620
330,630
330,640
330,650
330,660
330,670
330,680
330,690
330,700
330,710
330,720
330,730
330,740
330,750
330,760
330,770
330,780
330,790
330,800
330,810
330,820
331,830
331,840
331,850
331,860
331,870
331,880
331,890
331,900
331,910
331,920
331,930
331,940
331,950
331,960
331,970
331,980
331,990
331,1000
638,1010
638,1020
638,1030
638,1040
638,1050
639,1060
639,1070
639,1080
639,1090
639,1100
639,1110
639,1120
639,1130
639,1140
639,1150
639,1160
639,1170
639,1180
639,1190
639,1200
639,1210
639,1220
639,1230
639,1240
639,1250
709,1260
709,1270
709,1280
709,1290
709,1300
709,1310
709,1320
719,1330
720,1340
720,1350
720,1360
720,1370
720,1380
720,1390
720,1400
720,1410
720,1420
720,1430
720,1440
720,1450
720,1460
720,1470
720,1480
720,1490
720,1500
720,1510
721,1520
721,1530
721,1540
721,1550
721,1560
721,1570
721,1580
721,1590
721,1600
721,1610
721,1620
721,1630
721,1640
721,1650
721,1660
721,1670
721,1680
721,1690
721,1700
721,1710
721,1720
721,1730
722,1740
722,1750
722,1760
722,1770
722,1780
728,1790
728,1800
728,1810
728,1820
728,1830
728,1840
729,1850
729,1860
729,1870
729,1880
729,1890
729,1900
729,1910
729,1920
729,1930
729,1940
729,1950
729,1960
729,1970
729,1980
729,1990
729,2000
935,2010
935,2020
935,2030
935,2040
935,2050
935,2060
935,2070
935,2080
935,2090
935,2100
935,2110
935,2120
935,2130
935,2140
935,2150
935,2160
935,2170
935,2180
935,2190
936,2200
936,2210
936,2220
936,2230
936,2240
936,2250
936,2260
936,2270
944,2280
944,2290
944,2300
944,2310
946,2320
946,2330
946,2340
963,2350
997,2360
1000,2370
1000,2380
1000,2390
1000,2400
1000,2410
1000,2420
1000,2430
1000,2440
1000,2450
1000,2460
1000,2470
1000,2480
1000,2490
1000,2500
1000,2510
1001,2520
1001,2530
1001,2540
1001,2550
1001,2560
1001,2570
1001,2580
1001,2590
1001,2600
1001,2610
1001,2620
1001,2630
1001,2640
1001,2650
1001,2660
1001,2670
1001,2680
1001,2690
1001,2700
1001,2710
1002,2720
1002,2730
1002,2740
1002,2750
1002,2760
1002,2770
1002,2780
1002,2790
1002,2800
1002,2810
1002,2820
1002,2830
1002,2840
1002,2850
1002,2860
1005,2870
1005,2880
1005,2890
1005,2900
1005,2910
1005,2920
1010,2930
1010,2940
1010,2950
1010,2960
1010,2970
1010,2980
1010,2990
1010,3000
1249,3010
1249,3020
1249,3030
1249,3040
1249,3050
1249,3060
1254,3070
1254,3080
1254,3090
1254,3100
1254,3110
1254,3120
1254,3130
1254,3140
1254,3150
1254,3160
1254,3170
1254,3180
1254,3190
1254,3200
1254,3210
1254,3220
1254,3230
1254,3240
1254,3250
1254,3260
1255,3270
1255,3280
1255,3290
1255,3300
1255,3310
1255,3320
1255,3330
1255,3340
1255,3350
1256,3360
1256,3370
1256,3380
1270,3390
1302,3400
1302,3410
1302,3420
1302,3430
1302,3440
1302,3450
1302,3460
1302,3470
1302,3480
1302,3490
1306,3500
1306,3510
1306,3520
1306,3530
1306,3540
1306,3550
1306,3560
1306,3570
1306,3580
1306,3590
1306,3600
1307,3610
1308,3620
1308,3630
1308,3640
1309,3650
1309,3660
1309,3670
1309,3680
1309,3690
1309,3700
1314,3710
1314,3720
1314,3730
1314,3740
1314,3750
1314,3760
1314,3770
1314,3780
1314,3790
1314,3800
1314,3810
1314,3820
1314,3830
1316,3840
1316,3850
1318,3860
1318,3870
1318,3880
1318,3890
1318,3900
1318,3910
1318,3920
1318,3930
1318,3940
1318,3950
1319,3960
1319,3970
1319,3980
1319,3990
1319,4000
1539,4010
1539,4020
1539,4030
1539,4040
1539,4050
1539,4060
1539,4070
1539,4080
1539,4090
1539,4100
1539,4110
1539,4120
1539,4130
1539,4140
1539,4150
1539,4160
1539,4170
1539,4180
1539,4190
1540,4200
1540,4210
1540,4220
1540,4230
1540,4240
1540,4250
1540,4260
1540,4270
1540,4280
1540,4290
1540,4300
1540,4310
1540,4320
1540,4330
1540,4340
1541,4350
1541,4360
1541,4370
1543,4380
1544,4390
1544,4400
1545,4410
1545,4420
1545,4430
1545,4440
1545,4450
1545,4460
1545,4470
1545,4480
1545,4490
1546,4500
1549,4510
1550,4520
1550,4530
1551,4540
1553,4550
1559,4560
1559,4570
1559,4580
1561,4590
1561,4600
1562,4610
1566,4620
1572,4630
1572,4640
1582,4650
1586,4660
1586,4670
1587,4680
1587,4690
1587,4700
1587,4710
1587,4720
1588,4730
1588,4740
1588,4750
1588,4760
1589,4770
1589,4780
1591,4790
1593,4800
1593,4810
1593,4820
1593,4830
1593,4840
1593,4850
1594,4860
1594,4870
1594,4880
1594,4890
1594,4900
1595,4910
1596,4920
1596,4930
1596,4940
1596,4950
1596,4960
1596,4970
1596,4980
1596,4990
1597,5000
1916,5010
1916,5020
1916,5030
1917,5040
1917,5050
1917,5060
1917,5070
1917,5080
1917,5090
1917,5100
1917,5110
1917,5120
1917,5130
1917,5140
1927,5150
1927,5160
1943,5170
1946,5180
1946,5190
1946,5200
